
9b10f8e5-8aa0-4099-b546-320e1a6597e1,prova comps2,19/12/2023,05/12/2023,Pendente
45285bac-98fa-4111-9f6f-e50ad4d3f6ff,ano novo,01/01/2024,09/12/2023,Concluida
413cd1e2-eb36-440c-90c0-9889c40cbdab,24.1 ufrj,18/03/2024,09/12/2023,Pendente
293b7070-bcfd-4ba5-beb8-7799cdf9ac3a,aniversario pedro prado,01/01/2024,09/12/2023,Concluida
